Collection Name,Collection Id,MMS Id,Title,Suppressed From Discovery,Uniform Resource Identifier,Permalink,Rep Label,File Label
Sidetrack Theatre Collection,81284603340002171,99245209320602171,Drunken Sydney Program,No,http://hdl.handle.net/1959.14/95840,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320602171,Drunken Sydney Program,Other
Sidetrack Theatre Collection,81284603340002171,99245209320702171,Drunken Sidetrack Statement,No,http://hdl.handle.net/1959.14/95819,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320702171,Drunken Sidetrack Statement,Text
Sidetrack Theatre Collection,81284603340002171,99245209320802171,Whispers Invitation,No,http://hdl.handle.net/1959.14/95214,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320802171,Whispers Invitation,Invitation
Sidetrack Theatre Collection,81284603340002171,99245209320902171,Drunken Article,No,http://hdl.handle.net/1959.14/95743,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209320902171,Drunken Article,Review (14)
Sidetrack Theatre Collection,81284603340002171,99245209321002171,Measure Slide 12,No,http://hdl.handle.net/1959.14/96238,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321002171,Measure Slide 12,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209321202171,KIN Teachers Kit,No,http://hdl.handle.net/1959.14/94973,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321202171,KIN Teachers Kit,Teachers Kit
Sidetrack Theatre Collection,81284603340002171,99245209321302171,Measure Technical,No,http://hdl.handle.net/1959.14/96071,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321302171,Measure Technical,Other
Sidetrack Theatre Collection,81284603340002171,99245209321402171,Drunken Promo,No,http://hdl.handle.net/1959.14/95787,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321402171,Drunken Promo,Drunken_Promo.eps
Sidetrack Theatre Collection,81284603340002171,99245209321502171,Loco 7,No,http://hdl.handle.net/1959.14/93837,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321502171,Loco 7,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209321602171,Heaven Review 4,No,http://hdl.handle.net/1959.14/94688,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321602171,Heaven Review 4,Heaven_Review4.eps
Sidetrack Theatre Collection,81284603340002171,99245209321702171,DownUnder Poster 3,No,http://hdl.handle.net/1959.14/71071,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321702171,DownUnder Poster 3,Poster
Sidetrack Theatre Collection,81284603340002171,99245209321802171,Woman Photo 11,No,http://hdl.handle.net/1959.14/97614,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209321802171,Woman Photo 11,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209322002171,Woman Photo 7,No,http://hdl.handle.net/1959.14/97574,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209322002171,Woman Photo 7,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209322102171,Idol 1,No,http://hdl.handle.net/1959.14/94527,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209322102171,Idol 1,JPEG 2000 Image (22)
Sidetrack Theatre Collection,81284603340002171,99245209322302171,Woman Photo 3,No,http://hdl.handle.net/1959.14/97556,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209322302171,Woman Photo 3,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209322602171,Mesh 1982 Tour 4,No,http://hdl.handle.net/1959.14/94061,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209322602171,Mesh 1982 Tour 4,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209322702171,Woman Script,No,http://hdl.handle.net/1959.14/97497,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209322702171,Woman Script,Script
Sidetrack Theatre Collection,81284603340002171,99245209322802171,Measure Slide 6,No,http://hdl.handle.net/1959.14/96194,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209322802171,Measure Slide 6,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209322902171,FXDownUnder Review 1,No,http://hdl.handle.net/1959.14/93691,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209322902171,FXDownUnder Review 1,Review (13)
Sidetrack Theatre Collection,81284603340002171,99245209323002171,Measure Photo 6,No,http://hdl.handle.net/1959.14/96130,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323002171,Measure Photo 6,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209323102171,Idol Review 7,No,http://hdl.handle.net/1959.14/94483,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323102171,Idol Review 7,Idol_Review7.eps
Sidetrack Theatre Collection,81284603340002171,99245209323202171,Refugee TeachersKit,No,http://hdl.handle.net/1959.14/94754,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323202171,Refugee TeachersKit,Teachers Kit
Sidetrack Theatre Collection,81284603340002171,99245209323302171,Out From Under Fringe Flyer,No,http://hdl.handle.net/1959.14/94533,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323302171,Out From Under Fringe Flyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209323502171,Heaven PICA Flyer,No,http://hdl.handle.net/1959.14/99814,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323502171,Heaven PICA Flyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209323602171,KIN Review 3,No,http://hdl.handle.net/1959.14/94919,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323602171,KIN Review 3,Review (12)
Sidetrack Theatre Collection,81284603340002171,99245209323702171,Drunken Return Poster,No,http://hdl.handle.net/1959.14/95804,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323702171,Drunken Return Poster,Other (7)
Sidetrack Theatre Collection,81284603340002171,99245209323802171,KIN Side Issue 2,No,http://hdl.handle.net/1959.14/94952,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209323802171,KIN Side Issue 2,Other
Sidetrack Theatre Collection,81284603340002171,99245209324002171,Idol Review 10,No,http://hdl.handle.net/1959.14/94503,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324002171,Idol Review 10,Idol_Review10.eps
Sidetrack Theatre Collection,81284603340002171,99245209324102171,Adios Cha Cha 6,No,http://hdl.handle.net/1959.14/12631,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324102171,Adios Cha Cha 6,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209324202171,KIN Photo 17,No,http://hdl.handle.net/1959.14/95492,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324202171,KIN Photo 17,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209324302171,KIN Photo 11,No,http://hdl.handle.net/1959.14/95451,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324302171,KIN Photo 11,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209324502171,Measure 320x240 Melb Edit,No,http://hdl.handle.net/1959.14/100572,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324502171,Measure 320x240 Melb Edit,Quicktime Video
Sidetrack Theatre Collection,81284603340002171,99245209324602171,Drunken AdelaidePoster,No,http://hdl.handle.net/1959.14/95737,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324602171,Drunken AdelaidePoster,Other
Sidetrack Theatre Collection,81284603340002171,99245209324702171,Mesh Leaflet,No,http://hdl.handle.net/1959.14/93934,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324702171,Mesh Leaflet,Text
Sidetrack Theatre Collection,81284603340002171,99245209324802171,Measure Photo 9,No,http://hdl.handle.net/1959.14/96142,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209324802171,Measure Photo 9,JPEG 2000 Image (21)
Sidetrack Theatre Collection,81284603340002171,99245209325002171,Heaven Slide 11,No,http://hdl.handle.net/1959.14/94810,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325002171,Heaven Slide 11,JPEG 2000 Image (55)
Sidetrack Theatre Collection,81284603340002171,99245209325102171,Woman Photo 1,No,http://hdl.handle.net/1959.14/97545,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325102171,Woman Photo 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209325202171,Refugee Poster,No,http://hdl.handle.net/1959.14/94625,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325202171,Refugee Poster,Poster
Sidetrack Theatre Collection,81284603340002171,99245209325302171,KIN TAU Poster,No,http://hdl.handle.net/1959.14/94955,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325302171,KIN TAU Poster,Other
Sidetrack Theatre Collection,81284603340002171,99245209325402171,Idol Review 2,No,http://hdl.handle.net/1959.14/94453,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325402171,Idol Review 2,Idol_Review2.eps
Sidetrack Theatre Collection,81284603340002171,99245209325502171,Woman Review 2,No,http://hdl.handle.net/1959.14/97465,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325502171,Woman Review 2,Woman_Review2.eps
Sidetrack Theatre Collection,81284603340002171,99245209325602171,DownUnder 3,No,http://hdl.handle.net/1959.14/93435,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325602171,DownUnder 3,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209325702171,Sawung Diagram 3,No,http://hdl.handle.net/1959.14/96378,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325702171,Sawung Diagram 3,Other
Sidetrack Theatre Collection,81284603340002171,99245209325802171,BookKeeper_Carnivale,No,http://hdl.handle.net/1959.14/100392,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325802171,BookKeeper_Carnivale,Other
Sidetrack Theatre Collection,81284603340002171,99245209325902171,Pessoptimist Act 2 320x240Edit,No,http://hdl.handle.net/1959.14/100540,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209325902171,Pessoptimist Act 2 320x240Edit,Quicktime Video
Sidetrack Theatre Collection,81284603340002171,99245209326002171,Heaven Overview,No,http://hdl.handle.net/1959.14/99802,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326002171,Heaven Overview,Text
Sidetrack Theatre Collection,81284603340002171,99245209326202171,Out From Under 2,No,http://hdl.handle.net/1959.14/94576,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326202171,Out From Under 2,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209326302171,Measure Slide 13,No,http://hdl.handle.net/1959.14/96244,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326302171,Measure Slide 13,JPEG 2000 Image (20)
Sidetrack Theatre Collection,81284603340002171,99245209326402171,KIN Review 4,No,http://hdl.handle.net/1959.14/94922,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326402171,KIN Review 4,Review (11)
Sidetrack Theatre Collection,81284603340002171,99245209326502171,Loco ChulloraMap,No,http://hdl.handle.net/1959.14/93765,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326502171,Loco ChulloraMap,Other (6)
Sidetrack Theatre Collection,81284603340002171,99245209326602171,Heaven Review 5,No,http://hdl.handle.net/1959.14/94646,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326602171,Heaven Review 5,Heaven_Review5.eps
Sidetrack Theatre Collection,81284603340002171,99245209326702171,Adios Cha Cha Colour Flyer,No,http://hdl.handle.net/1959.14/15590,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326702171,Adios Cha Cha Colour Flyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209326802171,Loco 13,No,http://hdl.handle.net/1959.14/93884,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326802171,Loco 13,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209326902171,Pessoptimist Review 1,No,http://hdl.handle.net/1959.14/97357,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209326902171,Pessoptimist Review 1,Pessoptimist_Review2.eps (1)
Sidetrack Theatre Collection,81284603340002171,99245209327102171,Mesh Spanish Flyer,No,http://hdl.handle.net/1959.14/93931,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327102171,Mesh Spanish Flyer,Flyer (6)
Sidetrack Theatre Collection,81284603340002171,99245209327202171,Adios Cha Cha 13,No,http://hdl.handle.net/1959.14/15439,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327202171,Adios Cha Cha 13,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209327302171,Sawung Photo 9,No,http://hdl.handle.net/1959.14/96471,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327302171,Sawung Photo 9,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209327402171,Idol Review 8,No,http://hdl.handle.net/1959.14/94497,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327402171,Idol Review 8,Idol_Review8.eps
Sidetrack Theatre Collection,81284603340002171,99245209327502171,KIN 320x240 DocoEdit,No,http://hdl.handle.net/1959.14/100534,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327502171,KIN 320x240 DocoEdit,KIN 320x240 DocoEdit
Sidetrack Theatre Collection,81284603340002171,99245209327602171,Whispers Article,No,http://hdl.handle.net/1959.14/95211,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327602171,Whispers Article,Article
Sidetrack Theatre Collection,81284603340002171,99245209327702171,Measure Slide 1,No,http://hdl.handle.net/1959.14/96145,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327702171,Measure Slide 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209327802171,Adios Cha Cha Canberra Tour Poster,No,http://hdl.handle.net/1959.14/12556,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327802171,Adios Cha Cha Canberra Tour Poster,Adobe Acrobat PDF
Sidetrack Theatre Collection,81284603340002171,99245209327902171,BookKeeper Review 2,No,http://hdl.handle.net/1959.14/48634,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209327902171,BookKeeper Review 2,Review article (2)
Sidetrack Theatre Collection,81284603340002171,99245209328002171,BookKeeper Review 3,No,http://hdl.handle.net/1959.14/48645,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328002171,BookKeeper Review 3,Review article (1)
Sidetrack Theatre Collection,81284603340002171,99245209328102171,Sawung Photo 2,No,http://hdl.handle.net/1959.14/96433,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328102171,Sawung Photo 2,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209328202171,Out From Under Broadsheet,No,http://hdl.handle.net/1959.14/94415,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328202171,Out From Under Broadsheet,Other
Sidetrack Theatre Collection,81284603340002171,99245209328302171,Adios Cha Cha Melbourne tour invitation,No,http://hdl.handle.net/1959.14/15616,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328302171,Adios Cha Cha Melbourne tour invitation,Invitation
Sidetrack Theatre Collection,81284603340002171,99245209328402171,Idol Review 5,No,http://hdl.handle.net/1959.14/94477,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328402171,Idol Review 5,Idol_Review5.eps
Sidetrack Theatre Collection,81284603340002171,99245209328502171,BookKeeper Review 1,No,http://hdl.handle.net/1959.14/48626,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328502171,BookKeeper Review 1,Review article
Sidetrack Theatre Collection,81284603340002171,99245209328602171,DownUnder Poster 2,No,http://hdl.handle.net/1959.14/70992,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328602171,DownUnder Poster 2,Poster
Sidetrack Theatre Collection,81284603340002171,99245209328702171,Sawung Postcard,No,http://hdl.handle.net/1959.14/96407,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328702171,Sawung Postcard,Other (5)
Sidetrack Theatre Collection,81284603340002171,99245209328802171,Measure Slide 17,No,http://hdl.handle.net/1959.14/96282,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328802171,Measure Slide 17,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209328902171,Woman Review 3,No,http://hdl.handle.net/1959.14/97468,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209328902171,Woman Review 3,Woman_Review3.eps
Sidetrack Theatre Collection,81284603340002171,99245209329002171,Pessoptimist Review 5,No,http://hdl.handle.net/1959.14/97383,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329002171,Pessoptimist Review 5,Pessoptimist_Review5.eps
Sidetrack Theatre Collection,81284603340002171,99245209329102171,Drunken Return Flyer,No,http://hdl.handle.net/1959.14/95790,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329102171,Drunken Return Flyer,Flyer
Sidetrack Theatre Collection,81284603340002171,99245209329202171,Refugee Script,No,http://hdl.handle.net/1959.14/94694,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329202171,Refugee Script,Script
Sidetrack Theatre Collection,81284603340002171,99245209329302171,Loco 1,No,http://hdl.handle.net/1959.14/93792,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329302171,Loco 1,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209329402171,Heaven Review 1,No,http://hdl.handle.net/1959.14/94640,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329402171,Heaven Review 1,Review (10)
Sidetrack Theatre Collection,81284603340002171,99245209329602171,FXDownUnder Photo 2,No,http://hdl.handle.net/1959.14/93718,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329602171,FXDownUnder Photo 2,JPEG 2000 Image (19)
Sidetrack Theatre Collection,81284603340002171,99245209329702171,Adios Cha Cha Script,No,http://hdl.handle.net/1959.14/15661,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329702171,Adios Cha Cha Script,Playscript
Sidetrack Theatre Collection,81284603340002171,99245209329802171,Pessoptimist Postcard,No,http://hdl.handle.net/1959.14/97336,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329802171,Pessoptimist Postcard,Other (4)
Sidetrack Theatre Collection,81284603340002171,99245209329902171,FXDownUnder Review 3,No,http://hdl.handle.net/1959.14/93697,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209329902171,FXDownUnder Review 3,Review (9)
Sidetrack Theatre Collection,81284603340002171,99245209330102171,KIN Photo 13,No,http://hdl.handle.net/1959.14/95472,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330102171,KIN Photo 13,JPEG 2000 Image (18)
Sidetrack Theatre Collection,81284603340002171,99245209330202171,Woman Photo 6,No,http://hdl.handle.net/1959.14/97568,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330202171,Woman Photo 6,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209330302171,Sawung Photo 11,No,http://hdl.handle.net/1959.14/96495,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330302171,Sawung Photo 11,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209330502171,Out From Under Article SideT,No,http://hdl.handle.net/1959.14/94615,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330502171,Out From Under Article SideT,Article (1)
Sidetrack Theatre Collection,81284603340002171,99245209330602171,Sawung Photo 3,No,http://hdl.handle.net/1959.14/96436,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330602171,Sawung Photo 3,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209330702171,Heaven Slide 2,No,http://hdl.handle.net/1959.14/94745,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330702171,Heaven Slide 2,JPEG 2000 Image (17)
Sidetrack Theatre Collection,81284603340002171,99245209330802171,Woman Sidetrack Release,No,http://hdl.handle.net/1959.14/97515,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330802171,Woman Sidetrack Release,Text
Sidetrack Theatre Collection,81284603340002171,99245209330902171,Sawung Review 2,No,http://hdl.handle.net/1959.14/96424,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209330902171,Sawung Review 2,Sawung_Review2.eps
Sidetrack Theatre Collection,81284603340002171,99245209331002171,Woman Review 6,No,http://hdl.handle.net/1959.14/97491,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331002171,Woman Review 6,Woman_Review7.eps
Sidetrack Theatre Collection,81284603340002171,99245209331102171,Measure Slide 11,No,http://hdl.handle.net/1959.14/96235,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331102171,Measure Slide 11,Measure Slide 11
Sidetrack Theatre Collection,81284603340002171,99245209331202171,Drunken Benefit Poster,No,http://hdl.handle.net/1959.14/95749,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331202171,Drunken Benefit Poster,Other
Sidetrack Theatre Collection,81284603340002171,99245209331302171,Idol Program,No,http://hdl.handle.net/1959.14/94447,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331302171,Idol Program,Idol Program
Sidetrack Theatre Collection,81284603340002171,99245209331502171,Heaven Press Release,No,http://hdl.handle.net/1959.14/99820,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331502171,Heaven Press Release,Other
Sidetrack Theatre Collection,81284603340002171,99245209331602171,Refugee PublicitySheet,No,http://hdl.handle.net/1959.14/94643,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331602171,Refugee PublicitySheet,Refugee Publicity Sheet
Sidetrack Theatre Collection,81284603340002171,99245209331802171,BookKeeper_Flyer,No,http://hdl.handle.net/1959.14/100395,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331802171,BookKeeper_Flyer,Other
Sidetrack Theatre Collection,81284603340002171,99245209331902171,Idol Review 9,No,http://hdl.handle.net/1959.14/94500,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209331902171,Idol Review 9,Idol_Review9.eps
Sidetrack Theatre Collection,81284603340002171,99245209332002171,Mesh 1980 7,No,http://hdl.handle.net/1959.14/94027,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209332002171,Mesh 1980 7,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209332102171,Heaven B5 Invite,No,http://hdl.handle.net/1959.14/99817,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209332102171,Heaven B5 Invite,Other
Sidetrack Theatre Collection,81284603340002171,99245209332302171,Out From Under 6,No,http://hdl.handle.net/1959.14/94596,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209332302171,Out From Under 6,JPEG 2000 Image
Sidetrack Theatre Collection,81284603340002171,99245209332402171,DownUnder 320x240 Edit Adaptation,No,http://hdl.handle.net/1959.14/48653,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209332402171,DownUnder 320x240 Edit Adaptation,Quicktime Video
Sidetrack Theatre Collection,81284603340002171,99245209332502171,Mesh 1980 Flyer,No,http://hdl.handle.net/1959.14/93922,https://multisearch.mq.edu.au/permalink/61MACQUARIE_INST/1c87tk9/alma99245209332502171,Mesh 1980 Flyer,Flyer
